system:index,NDVI_01_Jan,NDVI_02_Feb,NDVI_03_Mar,NDVI_04_Apr,NDVI_05_May,NDVI_06_Jun,NDVI_07_Jul,NDVI_08_Aug,NDVI_09_Sep,NDVI_10_Oct,NDVI_11_Nov,NDVI_12_Dec,NDVI_Max,NDVI_Mean,NDVI_Min,NDVI_StdDev,class,.geo
86_0,0.24098825,0.4353562,0.49184325,0.5384132,0.36399132,0.33697695,0.38418078,0.5573466,0.4828525,0.3010681,0.35170603,0.45118192,0.5573466,0.41132542,0.24098825,0.09330491097559858,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,0.57495654,0.66818875,0.5667451,0.4426413,0.7944873,0.8419278,0.7207977,0.542785,0.5990434,0.32731253,0.41972476,0.43454894,0.8419278,0.57776326,0.32731253,0.15101420534896132,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,0.76420695,0.8330382,0.6053312,0.19860253,0.49706745,0.8664677,0.8688751,0.24220222,0.23099415,-0.37489325,-0.112391934,0.13218123,0.8688751,0.39597347,-0.37489325,0.39133842998772056,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,0.65957445,0.7535762,0.5393193,0.21409214,0.4812058,0.6683375,0.8518877,0.2224919,0.5685841,0.25706738,0.28164557,0.33461168,0.8518877,0.4860328,0.21409214,0.21193388623784915,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,0.25258622,0.27180618,0.23752409,0.28821725,0.21499014,0.80361444,0.84737086,0.19440915,0.1482036,0.7004152,0.7609816,0.2942607,0.84737086,0.41786495,0.1482036,0.25947209503012303,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,0.33333334,0.35261288,0.303718,0.26948357,0.40241307,0.796766,0.774467,0.23389356,0.52066624,0.785626,0.7690923,0.44399497,0.796766,0.4988389,0.23389356,0.2126114523217694,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,0.4100165,0.35148364,0.32400548,0.4414867,0.49631247,0.542395,0.6209021,0.5480366,0.5460857,0.5438882,0.68956745,0.50181866,0.68956745,0.50133324,0.32400548,0.1013474401170664,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,0.76311624,0.87104386,0.66241413,0.12790698,0.41839984,0.30478126,0.8394082,0.34533057,-0.4288372,-0.42783946,-0.058177825,-0.12795858,0.87104386,0.27413234,-0.4288372,0.44468617109827496,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,0.6364788,0.6764741,0.532072,0.36719975,0.5444215,0.28953528,0.6904352,0.5006559,0.17580993,-0.31965274,0.42997274,0.4558304,0.6904352,0.41493607,-0.31965274,0.26581993003269955,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,0.65404296,0.8214326,0.62801355,0.107169256,0.473531,0.37326202,0.7602267,0.24380705,-0.2736602,-0.5692795,-0.19038077,0.008039922,0.8214326,0.25301704,-0.5692795,0.4258735771097819,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
